0;label 0 MAIN %0;0
0;label 0 MAIN %1;0
0;label 0 MAIN %2;0
1;label 1 MAIN %0;1
1;label 1 MAIN %1;1
1;label 1 MAIN %2;1
2;label 2 MAIN %0;2
2;label 2 MAIN %1;2
2;label 2 MAIN %2;2
3;label 3 MAIN %0;3
3;label 3 MAIN %1;3
3;label 3 MAIN %2;3
4;label 4 MAIN %0;4
4;label 4 MAIN %1;4
4;label 4 MAIN %2;4
5;label 5 MAIN %0;5
5;label 5 MAIN %1;5
5;label 5 MAIN %2;5
6;label 6 MAIN %0;6
6;label 6 MAIN %1;6
6;label 6 MAIN %2;6
7;label 7 MAIN %0;7
7;label 7 MAIN %1;7
7;label 7 MAIN %2;7
8;label 8 MAIN %0;8
8;label 8 MAIN %1;8
8;label 8 MAIN %2;8
9;label 9 MAIN %0;9
9;label 9 MAIN %1;9
9;label 9 MAIN %2;9
10;label 10 MAIN %0;10
10;label 10 MAIN %1;10
10;label 10 MAIN %2;10
11;label 11 MAIN %0;11
11;label 11 MAIN %1;11
11;label 11 MAIN %2;11
12;label 12 MAIN %0;12
12;label 12 MAIN %1;12
12;label 12 MAIN %2;12
13;label 13 MAIN %0;13
13;label 13 MAIN %1;13
13;label 13 MAIN %2;13
14;label 14 MAIN %0;14
14;label 14 MAIN %1;14
14;label 14 MAIN %2;14
15;label 15 MAIN %0;15
15;label 15 MAIN %1;15
15;label 15 MAIN %2;15
16;label 16 MAIN %0;16
16;label 16 MAIN %1;16
16;label 16 MAIN %2;16
17;label 17 MAIN %0;17
17;label 17 MAIN %1;17
17;label 17 MAIN %2;17
18;label 18 MAIN %0;18
18;label 18 MAIN %1;18
18;label 18 MAIN %2;18
19;label 19 MAIN %0;19
19;label 19 MAIN %1;19
19;label 19 MAIN %2;19
20;label 20 MAIN %0;20
20;label 20 MAIN %1;20
20;label 20 MAIN %2;20
21;label 21 MAIN %0;21
21;label 21 MAIN %1;21
21;label 21 MAIN %2;21
22;label 22 MAIN %0;22
