3;label 3 MAIN;2;label 2 LOOKUP;2;label 2 LOOKUP
3;label 3 MAIN;2;label 2 LOOKUP;4;label 4 LOOKUP
3;label 3 MAIN;2;label 2 LOOKUP;5;label 5 LOOKUP
3;label 3 MAIN;2;label 2 LOOKUP;9;label 9 LOOKUP
3;label 3 MAIN;2;label 2 LOOKUP;8;label 8 LOOKUP
3;label 3 MAIN;2;label 2 LOOKUP;0;label 0 LOOKUP
3;label 3 MAIN;2;label 2 LOOKUP;7;label 7 LOOKUP
3;label 3 MAIN;2;label 2 LOOKUP;6;label 6 LOOKUP
3;label 3 MAIN;2;label 2 LOOKUP;3;label 3 LOOKUP
3;label 3 MAIN;2;label 2 LOOKUP;1;label 1 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;2;label 2 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;4;label 4 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;5;label 5 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;9;label 9 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;8;label 8 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;0;label 0 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;7;label 7 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;6;label 6 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;3;label 3 LOOKUP
3;label 3 MAIN;4;label 4 LOOKUP;1;label 1 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;2;label 2 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;4;label 4 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;5;label 5 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;9;label 9 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;8;label 8 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;0;label 0 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;7;label 7 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;6;label 6 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;3;label 3 LOOKUP
3;label 3 MAIN;5;label 5 LOOKUP;1;label 1 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;2;label 2 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;4;label 4 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;5;label 5 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;9;label 9 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;8;label 8 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;0;label 0 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;7;label 7 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;6;label 6 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;3;label 3 LOOKUP
3;label 3 MAIN;9;label 9 LOOKUP;1;label 1 LOOKUP
