51291.0;Goodyear Tire & Rubber Company The;1144 E. Market St.;Akron;OH;0;false;1.0;0.0
55967.0;GOODYEAR TIRE AND RUBBER CO.;1144 E MARKET ST;AKRON;OH;0;false;1.0;0.0
1236546.0;GANNETT WISCONSIN NEWSPAPERS*;PO BOX 130;STURGEON BAY;WI;0;false;0.9310344827586207;0.0
1236856.0;GANNETT WISCONSIN MEDIA  (APS);PO BOX 59;APPLETON;WI;2;true;1.0;1.0
1237048.0;GANNETT--ASBURY PARK PRESS SPECIALS*;PO BOX 1550;NEPTUNE;NJ;3;true;1.0;1.0
1237383.0;GOODYEAR TIRE AND RUBBER CO.;1144 E MARKET ST;AKRON;OH;2;true;1.0;1.0
1238221.0;GANNETT CO - THE JOURNAL NEWS;ONE GANNETT DRIVE;WHITE PLAINS;NY;0;false;1.0;0.0
1238381.0;GARDENS ALIVE INC     IA;110 W ELM ST;TIPP CITY;OH;0;false;1.0;0.0
1238942.0;ACME EAGLE INC;101 KAPPA DR;PITTSBURGH;PA;2;true;1.0;0.9333333333333333
1239478.0;GAMESTOP CORP;625 WESTPORT PKWY;GRAPEVINE;TX;0;false;0.9285714285714286;0.0
1239831.0;GANNETT WISCONSIN NEWPAPERS;PO BOX 130;STURGEON BAY;WI;3;true;1.0;0.9310344827586207
1239874.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 130;STURGEON BAY;WI;0;false;0.9642857142857143;0.0
1239929.0;GANNETT ASBURY PARK PRESS TV;PO BOX 1550;NEPTUNE;NJ;0;false;1.0;0.0
1241058.0;GOOGLE INC;1600 AMPHITHEATRE PARKWAY;MOUNTAIN VIEW;CA;0;false;0.9090909090909091;0.0
1243242.0;GOOGLE  INC;1600 AMPHITHEATRE PKWY;MOUNTAIN VIEW;CA;3;true;1.0;0.9090909090909091
1246073.0;GAGE MARKETING GROUP LLC;10000 HIGHWAY 55;MINNEAPOLIS;MN;0;false;1.0;0.0
1246077.0;GANDER MOUNTAIN*;180 5TH ST E;SAINT PAUL;MN;0;false;0.9375;0.0
1246078.0;GANNETT SURBURBAN NEWSPAPER;ONE GANNETT DRIVE;WHITE PLAINS;NY;4;true;1.0;0.9642857142857143
1246079.0;GANNETT SURBURBAN NEWSPAPER;ONE GANNETT DRIVE;WHITE PLAINS;NY;0;false;1.0;0.0
1246082.0;GARDENS ALIVE INC*;110 W ELM ST;TIPP CITY;OH;0;false;1.0;0.0
1246083.0;GARDEN RIDGE POTTERY INC.;19411 ATRIUM PL;HOUSTON;TX;2;true;1.0;1.0
1247769.0;GANNETT PACIFIC PUBLICATIONS;1440 BROADWAY 22ND FLOOR;NEW YORK;NY;2;true;1.0;1.0
1248232.0;GANNETT CO - THE JOURNAL NEWS*;1440 BROADWAY 22ND FLOOR;NEW YORK;NY;0;false;1.0;0.0
1248256.0;GCI COMMUNICATION CORP.;2550 DENALI ST STE 1000;ANCHORAGE;AK;0;false;1.0;0.0
1248284.0;GALLERY MODEL HOMES INC.;6006 NORTH FWY;HOUSTON;TX;0;false;1.0;0.0
1249356.0;GARDENS ALIVE - LOGISTICS;110 W ELM ST;TIPP CITY;OH;0;false;1.0;0.0
