ぼうだい|ぼうだい|3|3.1084132|3.1084132|1
ぼうだい|ただい|3|1.1470582|1.1470582|1
ぼうだい|ぜつだい|3|1.0957589|1.0957589|1
じんだい|じんだい|3|3.0561485|3.0561485|1
じんだい|ただい|3|1.3270643|1.3270643|1
じんだい|ぜつだい|3|1.2766274|1.2766274|1
ばくだい|ばくだい|3|3.1084132|3.1084132|1
ばくだい|ただい|3|1.1470582|1.1470582|1
ばくだい|ぜつだい|3|1.0957589|1.0957589|1
ぜつだい|ぜつだい|3|2.4203649|2.4203649|1
ぜつだい|ただい|3|2.2447033|2.2447033|1
ぜつだい|じんだい|3|0.16566172|0.16566172|1
ただい|ただい|3|2.6122282|2.6122282|1
ただい|ぜつだい|3|0.38685203|0.38685203|1
ただい|じんだい|3|0.29923108|0.29923108|1
休み||1|0.0|0.0|0
