1344834.0;ACME FOOD INC--HYATTSVILLE;6300 SHERIFF RD;1;true;1.0;1.0;
1742325.0;ACME Foods;6400 Sheriff Road;1;true;1.0;1.0;
1362533.0;ACME IDEAS L.P.;101 WOOD ST;1;true;1.0;1.0;
1239905.0;ACME TIGER;TORA CHABABEL LIMITEE;1;true;1.0;1.0;
1247344.0;ACME TIGER STORES  LTD;2480 WALKLEY ROAD;1;true;1.0;1.0;
1364839.0;GADDIS PARTNERS LTD.;1806 RIO GRANDE ST;1;true;1.0;1.0;
1244404.0;GADZOOKS 21 INC;4121 INTERNATIONAL PKWY;1;true;1.0;1.0;
1366660.0;GAIAM INC.;360 INTERLOCKEN BLVD.;1;true;1.0;1.0;
1747708.0;GAINES STANLEY;3915 LEMMON AVE;1;true;1.0;1.0;
1755284.0;GAINSCO INC.;3333 LEE PKWY STE 1200;1;true;1.0;1.0;
1360751.0;GALARDI GROUP INC;4440 VON KARMAN AVE;1;true;1.0;1.0;
1342480.0;GALAXIE DISPLAYS;13501 ALONDRA BLVD;1;true;1.0;1.0;
1246075.0;GALDE PRESS;17110 HERSHEY COURT;1;true;1.0;1.0;
1752858.0;GALISON MUDPUPPY;28 W 44TH ST;1;true;1.0;1.0;
1750354.0;GALLAGHER ADVERTISING;222 PARK AVE;1;true;1.0;1.0;
1243073.0;GALLERIA COLLECTION INC;945 E LAS OLAS BLVD;1;true;1.0;1.0;
1364096.0;GALLOWAY PLASTICS  INC;960 NORTH SHORE DR;1;true;1.0;1.0;
1362139.0;GALLUP INC.;1001 GALLUP DR;1;true;1.0;1.0;
1238376.0;GALVESTON COUNTY DAILY NEW  (APS);8522 TEICHMAN RD;1;true;1.0;1.0;
1361236.0;GAMBRO HEALTHCARE;16200 TABLE MOUNTAIN PKWY;1;true;1.0;1.0;
1248880.0;GAMEFLY INC;5340 ALLA RD;1;true;1.0;1.0;
1357728.0;GAMEGUARD;1301 CENTURY DRIVE;1;true;1.0;1.0;
1358594.0;GAMEQUESTDIRECT;8322 ARTESIA BLVD. UNIT B;1;true;1.0;1.0;
1750740.0;GameStop Corp.;625 Westport Pkwy.;1;true;1.0;1.0;
1346574.0;GAMPPER GROUP;5811 VANDERBILT;1;true;1.0;1.0;
1364098.0;GAMS GROUP;500 N MICHIGAN AVE;1;true;1.0;1.0;
1244645.0;GANAHL LUMBER;1220 E BALL RD;1;true;1.0;1.0;
1236698.0;GANNETT (APS);1100 WILSON BLVD;1;true;1.0;1.0;
