1237105.0;GARDEN RIDGE LP*;19411 ATRIUM PL;HOUSTON;TX;0;false;0.75;0.0
1339102.0;GARDEN RIDGE L P - PRE - PETITION;19411 ATRIUM PLACE STE 170;HOUSTON;TX;0;false;0.896551724137931;0.0
1361465.0;GARDEN RIDGE;19411 ATRIUM PLACE  SUITE 170;HOUSTON;TX;3;true;1.0;0.75
1236858.0;GANNETT WISCONSIN NEWSP (APS);PO BOX 59;APPLETON;WI;0;false;0.7586206896551724;0.0
1236013.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;0;false;0.9642857142857143;0.0
1236014.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;0;false;0.9642857142857143;0.0
1236028.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;0;false;0.9642857142857143;0.0
1236029.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;0;false;0.9642857142857143;0.0
1239832.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;0;false;0.9642857142857143;0.0
1246080.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;0;false;0.9642857142857143;0.0
1236859.0;GANNETT WISCONSIN NEWSPAPERS APS;PO BOX 59;APPLETON;WI;0;false;0.84375;0.0
1236857.0;GANNETT MIDWEST NEWSP (APS);SHEBOYGAN PRESS;APPLETON;WI;2;true;1.0;0.7586206896551724
1239829.0;GANNETT WISCONSIN NEWPAPERS;PO BOX 59;APPLETON;WI;8;true;1.0;0.84375
1364674.0;GARDEN FRESH MARKET INC.;7150 CAPITOL DRIVE;WHEELING;IL;0;false;0.7916666666666666;0.0
1248576.0;GARDEN FRESH MARKET-LOGISTICS;7150 CAPITOL DRIVE;WHEELING;IL;0;false;1.0;0.0
1241479.0;GARDEN FRESH MARKET;7150 CAPITOL DRIVE;WHEELING;IL;3;true;1.0;0.7916666666666666
1239535.0;GE CONSUMER FINANCIAL;200 NORTH MARTINGALE ROAD;SCHAUMBURG;IL;0;false;0.84;0.0
1743230.0;GE FINANCIAL ASSURANCE;200 N. MARTINGALE ROAD;SCHAUMBURG;IL;2;true;1.0;0.84
1237682.0;GATE HOUSE MEDIA 420 - 221;PO BOX 1440;WEBSTER;NY;0;false;0.8181818181818181;0.0
1240783.0;GATEHOUSE MEDIA MASSACHUSETTS I INC;PO BOX 1500;WEBSTER;NY;0;false;1.0;0.0
1237943.0;GATEHOUSE MEDIA NE  (APS);PO BOX 1500;WEBSTER;NY;0;false;1.0;0.0
1244625.0;GATEHOUSE MEDIA MASS. 1 INC *;PO BOX 1500;WEBSTER;NY;4;true;1.0;0.8181818181818181
1934897.0;ACME FOODS *;1149 HARRISBURG PIKE;CARLISLE;PA;0;false;0.8333333333333334;0.0
1748776.0;ACME FOODS;1149 HARRISBURG PIKE;CARLISLE;PA;2;true;1.0;0.8333333333333334
1256932.0;GOODYS FAMILY CLOTHING INC;400 GOODYS LN;KNOXVILLE;TN;0;false;0.8518518518518519;0.0
1364950.0;GOODYS FAMILY CLOTHING   IA;400 GOODYS LN;KNOXVILLE;TN;2;true;1.0;0.8518518518518519
1241161.0;GARDEN FRESH;15822 BERNARDO CENTER DRIVE STE A;SAN DIEGO;CA;0;false;0.8181818181818181;0.0
1248575.0;GARDEN FRESH-LOGISTICS;15822 BERNARDO CENTER DRIVE STE A;SAN DIEGO;CA;0;false;0.8181818181818181;0.0
1365495.0;GARDEN FRESH RESTAURANT CORP.;15822 BERNARDO CENTER DRIVE;SAN DIEGO;CA;3;true;1.0;0.8181818181818181
