0;label_0_LOOKUP_F2_%0;0
0;label_0_LOOKUP_F2_%1;0
0;label_0_LOOKUP_F2_%2;0
1;label_1_LOOKUP_F2_%0;1
1;label_1_LOOKUP_F2_%1;1
1;label_1_LOOKUP_F2_%2;1
2;label_2_LOOKUP_F2_%0;2
2;label_2_LOOKUP_F2_%1;2
2;label_2_LOOKUP_F2_%2;2
3;label_3_LOOKUP_F2_%0;3
3;label_3_LOOKUP_F2_%1;3
3;label_3_LOOKUP_F2_%2;3
4;label_4_LOOKUP_F2_%0;4
4;label_4_LOOKUP_F2_%1;4
4;label_4_LOOKUP_F2_%2;4
5;label_5_LOOKUP_F2_%0;5
5;label_5_LOOKUP_F2_%1;5
5;label_5_LOOKUP_F2_%2;5
6;label_6_LOOKUP_F2_%0;6
6;label_6_LOOKUP_F2_%1;6
6;label_6_LOOKUP_F2_%2;6
7;label_7_LOOKUP_F2_%0;7
7;label_7_LOOKUP_F2_%1;7
7;label_7_LOOKUP_F2_%2;7
8;label_8_LOOKUP_F2_%0;8
8;label_8_LOOKUP_F2_%1;8
8;label_8_LOOKUP_F2_%2;8
9;label_9_LOOKUP_F2_%0;9
9;label_9_LOOKUP_F2_%1;9
9;label_9_LOOKUP_F2_%2;9
10;label_10_LOOKUP_F2_%0;10
10;label_10_LOOKUP_F2_%1;10
10;label_10_LOOKUP_F2_%2;10
11;label_11_LOOKUP_F2_%0;11
11;label_11_LOOKUP_F2_%1;11
11;label_11_LOOKUP_F2_%2;11
12;label_12_LOOKUP_F2_%0;12
12;label_12_LOOKUP_F2_%1;12
12;label_12_LOOKUP_F2_%2;12
13;label_13_LOOKUP_F2_%0;13
13;label_13_LOOKUP_F2_%1;13
13;label_13_LOOKUP_F2_%2;13
14;label_14_LOOKUP_F2_%0;14
14;label_14_LOOKUP_F2_%1;14
14;label_14_LOOKUP_F2_%2;14
15;label_15_LOOKUP_F2_%0;15
15;label_15_LOOKUP_F2_%1;15
15;label_15_LOOKUP_F2_%2;15
16;label_16_LOOKUP_F2_%0;16
16;label_16_LOOKUP_F2_%1;16
16;label_16_LOOKUP_F2_%2;16
17;label_17_LOOKUP_F2_%0;17
17;label_17_LOOKUP_F2_%1;17
17;label_17_LOOKUP_F2_%2;17
18;label_18_LOOKUP_F2_%0;18
18;label_18_LOOKUP_F2_%1;18
18;label_18_LOOKUP_F2_%2;18
19;label_19_LOOKUP_F2_%0;19
19;label_19_LOOKUP_F2_%1;19
19;label_19_LOOKUP_F2_%2;19
20;label_20_LOOKUP_F2_%0;20
20;label_20_LOOKUP_F2_%1;20
20;label_20_LOOKUP_F2_%2;20
21;label_21_LOOKUP_F2_%0;21
21;label_21_LOOKUP_F2_%1;21
21;label_21_LOOKUP_F2_%2;21
22;label_22_LOOKUP_F2_%0;22
22;label_22_LOOKUP_F2_%1;22
22;label_22_LOOKUP_F2_%2;22
23;label_23_LOOKUP_F2_%0;23
23;label_23_LOOKUP_F2_%1;23
23;label_23_LOOKUP_F2_%2;23
24;label_24_LOOKUP_F2_%0;24
24;label_24_LOOKUP_F2_%1;24
24;label_24_LOOKUP_F2_%2;24
25;label_25_LOOKUP_F2_%0;25
25;label_25_LOOKUP_F2_%1;25
25;label_25_LOOKUP_F2_%2;25
26;label_26_LOOKUP_F2_%0;26
26;label_26_LOOKUP_F2_%1;26
26;label_26_LOOKUP_F2_%2;26
27;label_27_LOOKUP_F2_%0;27
27;label_27_LOOKUP_F2_%1;27
27;label_27_LOOKUP_F2_%2;27
28;label_28_LOOKUP_F2_%0;28
28;label_28_LOOKUP_F2_%1;28
28;label_28_LOOKUP_F2_%2;28
29;label_29_LOOKUP_F2_%0;29
29;label_29_LOOKUP_F2_%1;29
29;label_29_LOOKUP_F2_%2;29
30;label_30_LOOKUP_F2_%0;30
30;label_30_LOOKUP_F2_%1;30
30;label_30_LOOKUP_F2_%2;30
31;label_31_LOOKUP_F2_%0;31
31;label_31_LOOKUP_F2_%1;31
31;label_31_LOOKUP_F2_%2;31
32;label_32_LOOKUP_F2_%0;32
32;label_32_LOOKUP_F2_%1;32
32;label_32_LOOKUP_F2_%2;32
33;label_33_LOOKUP_F2_%0;33
33;label_33_LOOKUP_F2_%1;33
33;label_33_LOOKUP_F2_%2;33
34;label_34_LOOKUP_F2_%0;34
34;label_34_LOOKUP_F2_%1;34
34;label_34_LOOKUP_F2_%2;34
35;label_35_LOOKUP_F2_%0;35
35;label_35_LOOKUP_F2_%1;35
35;label_35_LOOKUP_F2_%2;35
36;label_36_LOOKUP_F2_%0;36
36;label_36_LOOKUP_F2_%1;36
36;label_36_LOOKUP_F2_%2;36
37;label_37_LOOKUP_F2_%0;37
37;label_37_LOOKUP_F2_%1;37
37;label_37_LOOKUP_F2_%2;37
38;label_38_LOOKUP_F2_%0;38
38;label_38_LOOKUP_F2_%1;38
38;label_38_LOOKUP_F2_%2;38
39;label_39_LOOKUP_F2_%0;39
39;label_39_LOOKUP_F2_%1;39
39;label_39_LOOKUP_F2_%2;39
40;label_40_LOOKUP_F2_%0;40
40;label_40_LOOKUP_F2_%1;40
40;label_40_LOOKUP_F2_%2;40
41;label_41_LOOKUP_F2_%0;41
41;label_41_LOOKUP_F2_%1;41
41;label_41_LOOKUP_F2_%2;41
42;label_42_LOOKUP_F2_%0;42
42;label_42_LOOKUP_F2_%1;42
42;label_42_LOOKUP_F2_%2;42
43;label_43_LOOKUP_F2_%0;43
43;label_43_LOOKUP_F2_%1;43
43;label_43_LOOKUP_F2_%2;43
44;label_44_LOOKUP_F2_%0;44
44;label_44_LOOKUP_F2_%1;44
44;label_44_LOOKUP_F2_%2;44
45;label_45_LOOKUP_F2_%0;45
45;label_45_LOOKUP_F2_%1;45
45;label_45_LOOKUP_F2_%2;45
46;label_46_LOOKUP_F2_%0;46
46;label_46_LOOKUP_F2_%1;46
46;label_46_LOOKUP_F2_%2;46
47;label_47_LOOKUP_F2_%0;47
47;label_47_LOOKUP_F2_%1;47
47;label_47_LOOKUP_F2_%2;47
48;label_48_LOOKUP_F2_%0;48
48;label_48_LOOKUP_F2_%1;48
48;label_48_LOOKUP_F2_%2;48
49;label_49_LOOKUP_F2_%0;49
49;label_49_LOOKUP_F2_%1;49
49;label_49_LOOKUP_F2_%2;49
50;label_50_LOOKUP_F2_%0;50
50;label_50_LOOKUP_F2_%1;50
50;label_50_LOOKUP_F2_%2;50
51;label_51_LOOKUP_F2_%0;51
51;label_51_LOOKUP_F2_%1;51
51;label_51_LOOKUP_F2_%2;51
52;label_52_LOOKUP_F2_%0;52
52;label_52_LOOKUP_F2_%1;52
52;label_52_LOOKUP_F2_%2;52
53;label_53_LOOKUP_F2_%0;53
53;label_53_LOOKUP_F2_%1;53
53;label_53_LOOKUP_F2_%2;53
54;label_54_LOOKUP_F2_%0;54
54;label_54_LOOKUP_F2_%1;54
54;label_54_LOOKUP_F2_%2;54
55;label_55_LOOKUP_F2_%0;55
55;label_55_LOOKUP_F2_%1;55
55;label_55_LOOKUP_F2_%2;55
56;label_56_LOOKUP_F2_%0;56
56;label_56_LOOKUP_F2_%1;56
56;label_56_LOOKUP_F2_%2;56
57;label_57_LOOKUP_F2_%0;57
57;label_57_LOOKUP_F2_%1;57
57;label_57_LOOKUP_F2_%2;57
58;label_58_LOOKUP_F2_%0;58
58;label_58_LOOKUP_F2_%1;58
58;label_58_LOOKUP_F2_%2;58
59;label_59_LOOKUP_F2_%0;59
59;label_59_LOOKUP_F2_%1;59
59;label_59_LOOKUP_F2_%2;59
60;label_60_LOOKUP_F2_%0;60
60;label_60_LOOKUP_F2_%1;60
60;label_60_LOOKUP_F2_%2;60
61;label_61_LOOKUP_F2_%0;61
61;label_61_LOOKUP_F2_%1;61
61;label_61_LOOKUP_F2_%2;61
62;label_62_LOOKUP_F2_%0;62
62;label_62_LOOKUP_F2_%1;62
62;label_62_LOOKUP_F2_%2;62
63;label_63_LOOKUP_F2_%0;63
63;label_63_LOOKUP_F2_%1;63
63;label_63_LOOKUP_F2_%2;63
64;label_64_LOOKUP_F2_%0;64
64;label_64_LOOKUP_F2_%1;64
64;label_64_LOOKUP_F2_%2;64
65;label_65_LOOKUP_F2_%0;65
65;label_65_LOOKUP_F2_%1;65
65;label_65_LOOKUP_F2_%2;65
66;label_66_LOOKUP_F2_%0;66
66;label_66_LOOKUP_F2_%1;66
