1;A
2;C
3;C
4;B
5;A
6;B
7;B
8;A
9;A
10;C
11;A
12;A
13;A
14;B
15;A
16;A
17;B
18;A
19;B
20;C
21;C
22;B
23;A
24;C
25;B
26;C
27;B
28;A
29;B
30;B
31;C
32;B
33;B
34;C
35;B
36;C
37;A
38;B
39;C
40;A
41;C
42;C
43;B
44;A
45;A
46;A
47;B
48;A
49;C
50;C
51;A
52;A
53;B
54;B
55;B
56;B
57;A
58;A
59;C
60;C
61;B
62;A
63;A
64;A
65;C
66;C
67;A
68;A
69;C
70;B
71;A
72;A
73;B
74;A
75;C
76;C
77;B
78;B
79;B
80;C
81;B
82;C
83;C
84;A
85;C
86;C
87;A
88;B
89;C
90;B
91;C
92;C
93;A
94;C
95;C
96;B
97;A
98;C
99;C
100;A
101;B
102;A
103;A
104;C
105;B
106;B
107;C
108;B
109;B
110;A
111;C
112;C
113;C
114;C
115;C
116;A
117;B
118;B
119;A
120;A
121;A
122;C
123;A
124;C
125;B
126;A
127;B
128;C
129;B
130;A
131;C
132;A
133;B
134;C
135;A
136;A
137;C
138;B
139;B
140;B
141;C
142;B
143;C
144;A
145;A
146;A
147;A
148;B
149;C
150;B
151;B
152;A
153;A
154;C
155;B
156;C
157;B
158;A
159;C
160;B
161;A
162;B
163;B
164;B
165;B
166;C
167;C
168;C
169;B
170;A
171;B
172;B
173;A
174;C
175;C
176;B
177;B
178;B
179;B
180;A
181;A
182;C
183;B
184;C
185;B
186;A
187;A
188;B
189;B
190;C
191;A
192;C
193;B
194;B
195;B
196;A
197;B
198;B
199;A
200;C
201;B
202;B
203;A
204;B
205;B
206;B
207;A
208;A
209;B
210;C
211;C
212;C
213;C
214;A
215;A
216;B
217;A
218;C
219;B
220;A
221;A
222;A
223;B
224;C
225;C
226;A
227;B
228;C
229;B
230;C
231;A
232;C
233;C
234;A
235;B
236;A
237;B
238;A
239;C
240;B
241;C
242;B
243;A
244;B
245;B
246;B
247;A
248;A
249;C
250;A
251;B
252;C
253;B
254;B
255;C
256;C
257;A
258;A
259;B
260;C
261;B
262;A
263;B
264;B
265;A
266;A
267;C
268;C
269;C
270;B
271;C
272;A
273;A
274;B
275;B
276;A
277;C
278;C
279;A
280;A
281;A
282;B
283;A
284;C
285;B
286;B
287;B
288;C
289;A
290;C
291;C
292;A
293;C
294;C
295;C
296;C
297;B
298;B
299;A
300;B
301;C
302;B
303;A
304;B
305;B
306;B
307;C
308;C
309;B
310;C
311;A
312;A
313;B
314;A
315;C
316;C
317;C
318;B
319;A
320;A
321;A
322;C
323;C
324;B
325;A
326;B
327;B
328;A
329;A
330;C
331;B
332;B
333;A
334;C
335;B
336;B
337;C
338;B
339;C
340;B
341;A
342;C
343;A
344;A
345;B
346;A
347;B
348;A
349;C
350;B
351;B
352;C
353;C
354;C
355;A
356;A
357;C
358;B
359;A
360;A
361;B
362;C
363;B
364;A
365;C
366;B
367;B
368;A
369;B
370;C
371;B
372;A
373;C
374;B
375;B
376;B
377;C
378;B
379;B
380;B
381;A
382;A
383;A
384;B
385;A
386;A
387;A
388;A
389;C
390;C
391;A
392;A
393;A
394;A
395;B
396;A
397;C
398;A
399;A
400;A
401;B
402;C
403;A
404;C
405;C
406;A
407;A
408;C
409;B
410;B
411;A
412;A
413;A
414;A
415;C
416;A
417;B
418;A
419;B
420;B
421;A
422;A
423;B
424;C
425;B
426;A
427;A
428;C
429;B
430;A
431;C
432;A
433;B
434;B
435;B
436;B
437;C
438;B
439;B
440;A
441;C
442;C
443;C
444;A
445;C
446;B
447;C
448;B
449;C
450;A
451;A
452;B
453;A
454;C
455;A
456;C
457;C
458;C
459;A
460;A
461;A
462;A
463;C
464;B
465;B
466;A
467;A
468;C
469;B
470;B
471;B
472;C
473;A
474;A
475;A
476;C
477;B
478;B
479;A
480;A
481;A
482;C
483;B
484;B
485;B
486;B
487;C
488;A
489;B
490;B
491;A
492;A
493;B
494;A
495;A
496;C
497;A
498;B
499;A
500;A
501;A
502;C
503;C
504;C
505;B
506;A
507;A
508;A
509;C
510;C
511;C
512;C
513;C
514;A
515;A
516;B
517;B
518;B
519;C
520;C
521;B
522;B
523;B
524;A
525;B
526;B
527;B
528;A
529;A
530;B
531;A
532;B
533;B
534;C
535;C
536;C
537;B
538;C
539;B
540;B
541;C
542;C
543;A
544;C
545;B
546;A
547;A
548;A
549;C
550;B
551;C
552;A
553;B
554;A
555;C
556;A
557;C
558;C
559;B
560;C
561;B
562;C
563;B
564;B
565;C
566;B
567;A
568;A
569;C
570;A
571;A
572;B
573;C
574;B
575;C
576;B
577;B
578;C
579;B
580;C
581;C
582;C
583;A
584;C
585;A
586;B
587;C
588;C
589;A
590;A
591;B
592;B
593;C
594;A
595;A
596;C
597;C
598;A
599;C
600;A
601;B
602;A
603;A
604;C
605;C
606;C
607;A
608;B
609;A
610;C
611;C
612;C
613;A
614;C
615;C
616;A
617;C
618;A
619;A
620;C
621;C
622;B
623;A
624;C
625;A
626;A
627;B
628;C
629;A
630;C
631;B
632;C
633;A
634;A
635;B
636;A
637;B
638;C
639;B
640;C
641;B
642;C
643;A
644;B
645;C
646;C
647;C
648;B
649;B
650;B
651;C
652;A
653;C
654;A
655;B
656;B
657;B
658;A
659;A
660;A
661;B
662;C
663;A
664;C
665;B
666;B
667;B
668;B
669;C
670;B
671;B
672;C
673;B
674;C
675;B
676;C
677;B
678;B
679;A
680;A
681;A
682;B
683;A
684;C
685;A
686;C
687;B
688;C
689;B
690;C
691;A
692;B
693;A
694;B
695;A
696;C
697;C
698;C
699;A
700;C
701;C
702;A
703;C
704;A
705;A
706;A
707;C
708;B
709;C
710;B
711;B
712;A
713;B
714;C
715;B
716;C
717;C
718;B
719;B
720;B
721;A
722;C
723;B
724;B
725;A
726;C
727;B
728;A
729;B
730;C
731;B
732;A
733;A
734;B
735;B
736;B
737;A
738;B
739;B
740;C
741;A
742;A
743;A
744;B
745;C
746;B
747;A
748;C
749;B
750;B
751;C
752;A
753;C
754;A
755;C
756;C
757;B
758;C
759;C
760;B
761;B
762;A
763;A
764;B
765;B
766;B
767;A
768;B
769;A
770;A
771;C
772;C
773;B
774;C
775;A
776;A
777;C
778;A
779;C
780;A
781;A
782;A
783;A
784;C
785;C
786;C
787;A
788;A
789;B
790;C
791;B
792;C
793;B
794;C
795;B
796;C
797;A
798;B
799;C
800;C
801;B
802;B
803;A
804;B
805;A
806;C
807;A
808;C
809;C
810;C
811;B
812;A
813;A
814;A
815;C
816;B
817;A
818;A
819;A
820;C
821;C
822;C
823;A
824;B
825;C
826;A
827;C
828;C
829;C
830;B
831;C
832;B
833;C
834;C
835;C
836;C
837;A
838;C
839;A
840;A
841;C
842;C
843;B
844;B
845;B
846;A
847;A
848;A
849;B
850;A
851;C
852;C
853;C
854;A
855;B
856;B
857;C
858;A
859;B
860;C
861;B
862;B
863;C
864;C
865;B
866;C
867;C
868;C
869;A
870;A
871;B
872;B
873;C
874;A
875;C
876;C
877;A
878;B
879;A
880;A
881;C
882;A
883;B
884;A
885;A
886;A
887;A
888;A
889;C
890;C
891;B
892;B
893;B
894;A
895;A
896;A
897;A
898;C
899;C
900;A
901;B
902;A
903;B
904;B
905;A
906;C
907;A
908;B
909;B
910;C
911;A
912;B
913;A
914;C
915;C
916;C
917;A
918;B
919;C
920;A
921;A
922;C
923;A
924;B
925;C
926;C
927;B
928;C
929;A
930;A
931;A
932;C
933;A
934;B
935;B
936;A
937;B
938;B
939;A
940;C
941;A
942;B
943;A
944;A
945;C
946;C
947;C
948;C
949;A
950;A
951;C
952;A
953;C
954;A
955;C
956;B
957;B
958;A
959;A
960;B
961;C
962;C
963;A
964;A
965;B
966;C
967;B
968;A
969;B
970;A
971;B
972;A
973;B
974;C
975;C
976;B
977;C
978;A
979;A
980;B
981;A
982;B
983;B
984;C
985;C
986;B
987;B
988;B
989;A
990;B
991;C
992;B
993;B
994;B
995;B
996;C
997;A
998;C
999;B
1000;A
