ID_MAIN;LABEL_MAIN;ID_LOOKUP_ALL_MATCHES;LABEL_LOOKUP_ALL_MATCHES;OBJECT_LOOKUP_ALL_MATCHES;ID_LOOKUP_FIRST_MATCH;OBJECT_LOOKUP_FIRST_MATCH;LABEL_LOOKUP_FIRST_MATCH;ID_LOOKUP_LAST_MATCH;OBJECT_LOOKUP_LAST_MATCH;LABEL_LOOKUP_LAST_MATCH;ID_LOOKUP_UNIQUE_MATCH;LABEL_LOOKUP_UNIQUE_MATCH;OBJECT_LOOKUP_UNIQUE_MATCH;ID_LOOKUP_ALL_ROWS;OBJECT_LOOKUP_ALL_ROWS;LABEL_LOOKUP_ALL_ROWS
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];1;[ integer=1, string=1, object =null ];1_LOOKUP_AA
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];1;;1_LOOKUP_A
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];1;[ integer=1, string=1, object =[ integer=1, string=1, object =[ integer=1, string=1, object =1 ] ] ];1_LOOKUP_AAAAAAAAAAA
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];2;[ integer=2, string=2, object =[ integer=2, string=2, object =2 ] ];2_LOOKUP_BBBBBBBBBBBB
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];2;[ integer=2, string=2, object =null ];2_LOOKUP_BBBB
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];2;[ integer=2, string=2, object =[ integer=2, string=2, object =[ integer=2, string=2, object =0.0 ] ] ];2_LOOKUP_BBB
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCCC
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];4;[ integer=4, string=4, object =null ];4_LOOKUP_DDDDDDDDDDDD
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];4;[ integer=4, string=4, object =null ];4_LOOKUP_DDDDDDDD
3;3_MAIN_CCC;3;3_LOOKUP_CCCCC;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3;[ integer=3, string=3, object =[ integer=3, string=3, object =3 ] ];3_LOOKUP_CCCCC;3;[ integer=3, string=3, object =null ];3_LOOKUP_CCCCCCCCCCC;3;3_LOOKUP_CCCCCCCCCCC;[ integer=3, string=3, object =null ];4;[ integer=4, string=4, object =null ];4_LOOKUP_DDDDDDD
